City,Lat,Lng,Max Temp,Humidity,Wind Speed,Cloudiness,Country,Date
Tazovsky,67.47,78.7,62.6,63,8.14,38,RU,1596784858
Presidente Epitácio,-21.76,-52.12,59.79,51,5.21,0,BR,1596784922
Baryshivka,50.36,31.32,78.8,54,4.47,59,UA,1596784922
Taoudenni,22.68,-3.98,97.9,27,5.12,0,ML,1596784768
Mastic Beach,40.77,-72.85,68.0,88,3.36,1,US,1596784923
Nabire,-3.37,135.48,80.89,85,5.97,100,ID,1596784743
Mabama,-5.13,32.53,75.94,40,7.85,6,TZ,1596784924
Kondinskoye,59.65,67.41,78.98,43,3.74,0,RU,1596784924
Lucea,18.45,-78.17,80.6,74,4.7,20,JM,1596784924
Khasan,42.43,130.64,71.37,81,9.26,20,RU,1596784925
Mokolo,10.74,13.8,68.04,81,12.66,100,CM,1596784925
Hamilton,39.18,-84.53,64.99,93,4.14,40,US,1596784513
Barillas,15.8,-91.32,61.47,93,0.92,100,GT,1596784686
Ouallam,14.32,2.09,76.48,76,13.27,100,NE,1596784926
Okha,53.57,142.95,59.14,67,8.52,0,RU,1596784926
San Patricio,19.22,-104.7,80.04,85,3.31,100,MX,1596784926
Richards Bay,-28.78,32.04,62.51,54,14.29,0,ZA,1596784636
Sierpc,52.86,19.67,71.96,76,10.11,0,PL,1596784927
Clonakilty,51.62,-8.87,62.01,100,6.93,90,IE,1596784927
Lerwick,60.15,-1.15,57.2,93,11.41,40,GB,1596784927
Gilbués,-9.83,-45.34,64.96,74,10.0,5,BR,1596784927
Pevek,69.7,170.31,35.56,96,17.25,97,RU,1596784928
Mutsu,41.29,141.22,75.2,73,14.99,75,JP,1596784928
Ayr,55.46,-4.63,64.4,77,8.05,40,GB,1596784928
Hofn,64.25,-15.21,52.7,95,11.92,100,IS,1596784711
College,64.86,-147.8,64.4,77,1.5,75,US,1596784928
Makakilo City,21.35,-158.09,80.6,78,4.7,75,US,1596784669
Havelock,34.88,-76.9,82.0,94,5.59,1,US,1596784471
Kita,13.03,-9.49,72.28,97,7.14,99,ML,1596784929
Gijón,43.54,-5.66,68.0,94,10.29,75,ES,1596784659
Tutóia,-2.76,-42.27,75.4,81,12.41,13,BR,1596784930
Baltoji Vokė,54.6,25.2,73.4,56,3.36,7,LT,1596784930
Kuala Terengganu,5.33,103.14,89.6,70,4.7,20,MY,1596784930
Nemuro,43.32,145.57,75.2,69,20.8,40,JP,1596784931
Padilla,3.22,-76.31,69.8,88,2.24,75,CO,1596784931
Black River,18.03,-77.85,80.6,74,4.7,20,JM,1596784931
Punta Alta,-38.88,-62.07,44.08,60,10.45,100,AR,1596784931
Kavieng,-2.57,150.8,84.15,74,6.96,26,PG,1596784932
Deputatsky,69.3,139.9,59.13,67,11.65,100,RU,1596784785
Pābna,24.0,89.25,91.63,66,13.04,58,BD,1596784932
Mhango,-3.28,32.85,78.91,36,6.73,2,TZ,1596784933
Abu Samrah,35.3,37.18,89.76,29,9.66,0,SY,1596784933
Ust-Maya,60.42,134.53,79.38,29,3.44,5,RU,1596784784
Lalibela,12.03,39.03,55.99,91,0.89,100,ET,1596784933
Gao,16.64,1.64,83.98,61,15.79,100,ML,1596784731
Naze,28.37,129.48,89.6,70,10.29,20,JP,1596784721
Puerto Madryn,-42.77,-65.04,47.21,51,14.99,1,AR,1596784934
Gwadar,25.12,62.33,91.85,59,12.75,100,PK,1596784935
Saint-Estève,42.71,2.84,70.0,88,4.7,90,FR,1596784935
Belyy Yar,53.6,91.39,71.6,60,2.24,99,RU,1596784935
Abadiânia,-16.2,-48.71,55.4,62,8.05,0,BR,1596784835
Nambucca Heads,-30.65,153.0,53.6,93,6.93,75,AU,1596784936
Mattru,7.62,-11.83,72.27,86,1.41,100,SL,1596784936
Urucará,-2.54,-57.76,73.62,68,1.7,0,BR,1596784936
Omsukchan,62.53,155.8,65.53,49,14.56,32,RU,1596784937
Ambunti,-4.24,142.84,87.06,62,1.99,74,PG,1596784937
Labé,11.32,-12.28,65.26,100,5.3,100,GN,1596784937
Halmstad,56.67,12.86,71.6,56,5.82,16,SE,1596784937
Vostok,46.49,135.88,55.35,100,2.06,100,RU,1596784938
Pyinmana,19.73,96.22,82.49,87,8.86,100,MM,1596784938
Sydney Mines,46.24,-60.22,64.0,77,8.05,5,CA,1596784749
Arman',59.7,150.17,64.99,62,7.7,0,RU,1596784938
Boguchany,58.38,97.45,82.09,37,10.38,97,RU,1596784939
Laas,46.62,10.7,55.4,100,3.36,20,IT,1596784939
Hvide Sande,56.0,8.13,71.01,93,2.24,100,DK,1596784773
Tacuatí,-23.45,-56.58,67.08,40,5.3,81,PY,1596784939
Oranjemund,-28.55,16.43,55.92,38,17.69,0,NA,1596784940
Yeniseysk,58.45,92.17,81.39,46,4.97,87,RU,1596784940
Urusha,54.05,122.9,68.77,54,7.58,82,RU,1596784940
Takoradze,4.88,-1.76,73.53,80,7.47,100,GH,1596784758
Camacha,33.08,-16.33,71.6,83,6.93,40,PT,1596784665
Skjervøy,70.03,20.97,59.0,77,9.17,75,NO,1596784941
Cap Malheureux,-19.98,57.61,73.0,58,13.0,0,MU,1596784761
Genhe,50.78,121.52,62.87,77,4.83,100,CN,1596784642
Batagay-Alyta,67.8,130.41,73.98,31,13.53,100,RU,1596784941
Coahuayana Viejo,18.73,-103.68,77.58,87,2.95,99,MX,1596784942
Berdigestyakh,62.1,126.7,77.97,31,5.26,42,RU,1596784848
Mabay,6.06,124.47,85.08,65,5.23,100,PH,1596784942
Médéa,36.26,2.75,68.0,68,1.34,0,DZ,1596784942
Jaciara,-15.97,-54.97,61.03,48,1.21,0,BR,1596784942
Dunedin,-45.87,170.5,48.0,81,1.99,100,NZ,1596784671
Bengkulu,-3.8,102.27,84.76,71,7.76,55,ID,1596784636
Iwanai,42.97,140.51,66.31,86,21.9,100,JP,1596784943
Kulhudhuffushi,6.62,73.07,81.7,78,10.54,100,MV,1596784944
Oussouye,12.48,-16.55,77.0,94,6.93,20,SN,1596784944
Bandarbeyla,9.49,50.81,89.49,42,32.84,66,SO,1596784720
Egvekinot,66.32,-179.17,48.34,69,6.87,98,RU,1596784945
Clyde River,70.47,-68.59,37.4,93,14.99,90,CA,1596784731
Kieta,-6.22,155.63,81.91,80,7.4,41,PG,1596784777
Juegang,32.32,121.19,84.69,84,8.14,100,CN,1596784945
Waipawa,-41.41,175.52,51.8,81,9.17,99,NZ,1596784946
Valréas,44.38,4.99,73.99,68,0.96,0,FR,1596784946
Old Saybrook,41.29,-72.38,70.0,89,6.04,100,US,1596784946
Champawat,29.33,80.1,79.99,69,5.28,77,IN,1596784947
Sfântu Gheorghe,45.87,25.78,72.9,55,5.21,47,RO,1596784906
Gafargaon,24.43,90.57,87.8,74,8.05,75,BD,1596784947
Plettenberg Bay,-34.05,23.37,53.74,64,3.18,0,ZA,1596784712
Katakwi,1.89,33.97,73.65,72,4.94,100,UG,1596784948
Marsá Maţrūḩ,31.35,27.25,80.6,44,6.93,0,EG,1596784948
Bitung,1.45,125.18,89.6,59,3.36,20,ID,1596784948
Ust-Tsilma,65.44,52.15,62.94,69,7.56,88,RU,1596784948
Severodvinsk,64.56,39.83,68.0,72,6.71,20,RU,1596784949
Dārāb,28.75,54.54,103.08,9,2.59,0,IR,1596784949
Teguise,29.06,-13.56,73.4,73,13.87,75,ES,1596784949
Gamba,-2.65,10.0,74.25,74,2.48,26,GA,1596784696
Warri,5.52,5.75,75.36,73,5.17,94,NG,1596784950
Sinnamary,5.38,-52.95,75.45,85,6.62,5,GF,1596784950
Adrar,20.5,-10.07,87.46,20,17.16,0,MR,1596784763
Canary Islands,28.0,-15.5,73.4,69,20.8,75,ES,1596784951
Hambantota,6.12,81.12,86.0,74,10.29,75,LK,1596784678
Tarauacá,-8.16,-70.77,70.95,66,1.9,14,BR,1596784951
Bilma,18.69,12.92,85.21,55,9.64,95,NE,1596784951
Grootfontein,-19.57,18.12,46.9,46,11.3,0,NA,1596784952
Nome,64.5,-165.41,52.0,100,8.05,90,US,1596784952
Narovchat,53.88,43.69,72.79,71,10.96,97,RU,1596784834
Clyde,41.3,-82.98,59.0,87,1.32,0,US,1596784824
Brae,60.4,-1.35,57.2,93,11.41,40,GB,1596784953
Santa Lucía,27.91,-15.54,73.4,69,20.8,75,ES,1596784923
Rapid Valley,44.06,-103.15,64.4,87,5.82,1,US,1596784953
Arlit,18.74,7.39,86.79,48,18.14,3,NE,1596784781
Ostrovnoy,68.05,39.51,60.78,74,13.02,100,RU,1596784689
Lakatoro,-16.1,167.42,77.0,69,8.05,40,VU,1596784954
General Pico,-35.66,-63.76,41.83,65,6.02,100,AR,1596784954
Aasiaat,68.71,-52.87,36.19,84,8.19,15,GL,1596784955
Micheweni,-4.97,39.83,79.3,68,11.48,20,TZ,1596784955
Makubetsu,45.37,141.82,60.8,93,17.22,75,JP,1596784955
Durban,-29.86,31.03,62.6,39,14.99,0,ZA,1596784828
Umm Hājar,13.3,19.7,77.68,79,12.62,81,TD,1596784664
Dubti,11.74,41.09,83.25,54,7.58,100,ET,1596784956
Metaxades,41.42,26.23,82.4,58,17.22,20,GR,1596784956
Hatta,24.12,79.6,90.63,57,8.28,84,IN,1596784957
Pingliang,35.54,106.69,88.88,34,10.76,8,CN,1596784957
Nadym,65.53,72.52,74.59,52,5.12,46,RU,1596784957
Cabadiangan,9.75,122.47,81.73,77,7.45,100,PH,1596784957
Berlevåg,70.86,29.09,55.4,87,2.24,100,NO,1596784958
Sechura,-5.56,-80.82,60.94,80,6.33,80,PE,1596784958
Kapuskasing,49.42,-82.43,59.0,87,5.82,5,CA,1596784958
Coxim,-18.51,-54.76,62.49,41,4.41,0,BR,1596784958
Vila Franca do Campo,37.72,-25.43,62.6,88,3.36,20,PT,1596784959
Bandar,2.05,99.75,96.39,38,3.78,46,ID,1596784959
Loviisa,60.46,26.23,69.01,84,3.56,16,FI,1596784959
Monkey Bay,-14.07,34.92,74.37,59,8.99,0,MW,1596784959
Oranjestad,12.52,-70.03,82.4,78,20.8,40,AW,1596784959
Nokaneng,-19.67,22.27,57.06,32,8.16,0,BW,1596784960
Vaitape,-16.52,-151.75,78.76,76,19.55,4,PF,1596784764
Aripuanã,-9.17,-60.63,71.15,55,2.33,5,BR,1596784382
Villanueva de la Serena,38.98,-5.8,78.01,54,1.01,0,ES,1596784961
Flin Flon,54.77,-101.86,66.09,65,4.23,9,CA,1596784666
Ormara,25.21,64.64,86.63,81,9.78,100,PK,1596784961
Vila,42.03,-8.16,64.4,93,1.12,75,PT,1596784758
Ballitoville,-29.54,31.21,62.6,39,14.99,0,ZA,1596784962
Afuá,-0.16,-50.39,75.06,92,4.88,10,BR,1596784962
Boca Raton,26.36,-80.08,79.0,71,6.85,1,US,1596784962
Namwala,-15.75,26.44,71.17,29,3.96,0,ZM,1596784962
Tomatlán,19.93,-105.25,78.17,89,1.39,100,MX,1596784963
Nador,35.17,-2.93,78.8,78,8.05,75,MA,1596784832
Birigui,-21.29,-50.34,59.07,54,9.37,0,BR,1596784963
Abu Kamal,34.45,40.92,97.27,21,13.2,0,SY,1596784963
